"Area","Year","Month","Labor Force","Employed","Unemployed","Area Rate","Massachusetts Rate"
"HAMPSHIRE COUNTY","2004","July","86403","82394","4009","4.6","5.3"
"HAMPSHIRE COUNTY","2004","August","85548","82145","3403","4.0","4.8"
"HAMPSHIRE COUNTY","2004","September","87209","83939","3270","3.7","4.8"
"HAMPSHIRE COUNTY","2004","October","89327","86287","3040","3.4","4.4"
"HAMPSHIRE COUNTY","2004","November","89816","86707","3109","3.5","4.5"
"HAMPSHIRE COUNTY","2004","December","88822","85808","3014","3.4","4.5"
"HAMPSHIRE COUNTY","2004","Annual","88200","84616","3584","4.1","5.1"
"HAMPSHIRE COUNTY","2003","January","86241","82212","4029","4.7","6.3"
"HAMPSHIRE COUNTY","2003","February","89172","85279","3893","4.4","6.1"
"HAMPSHIRE COUNTY","2003","March","89120","85360","3760","4.2","6.0"
"HAMPSHIRE COUNTY","2003","April","89218","85681","3537","4.0","5.5"
"HAMPSHIRE COUNTY","2003","May","89274","85745","3529","4.0","5.7"
"HAMPSHIRE COUNTY","2003","June","87276","83250","4026","4.6","6.2"
"HAMPSHIRE COUNTY","2003","July","86196","82301","3895","4.5","6.0"
"HAMPSHIRE COUNTY","2003","August","85963","82393","3570","4.2","5.6"
"HAMPSHIRE COUNTY","2003","September","87762","84005","3757","4.3","5.7"
"HAMPSHIRE COUNTY","2003","October","89147","85774","3373","3.8","5.2"
"HAMPSHIRE COUNTY","2003","November","89510","86095","3415","3.8","5.2"
"HAMPSHIRE COUNTY","2003","December","89181","85845","3336","3.7","5.1"
"HAMPSHIRE COUNTY","2003","Annual","88172","84495","3677","4.2","5.7"
"HAMPSHIRE COUNTY","2002","January","84865","81684","3181","3.7","5.6"
"HAMPSHIRE COUNTY","2002","February","88222","85112","3110","3.5","5.4"
"HAMPSHIRE COUNTY","2002","March","88338","85221","3117","3.5","5.4"
"HAMPSHIRE COUNTY","2002","April","87942","85080","2862","3.3","5.0"
"HAMPSHIRE COUNTY","2002","May","88340","85514","2826","3.2","4.9"
"HAMPSHIRE COUNTY","2002","June","86402","83019","3383","3.9","5.4"
"HAMPSHIRE COUNTY","2002","July","85678","82240","3438","4.0","5.4"
"HAMPSHIRE COUNTY","2002","August","84827","81734","3093","3.6","5.1"
"HAMPSHIRE COUNTY","2002","September","87615","84456","3159","3.6","5.2"
"HAMPSHIRE COUNTY","2002","October","88777","85885","2892","3.3","4.9"
"HAMPSHIRE COUNTY","2002","November","88790","85706","3084","3.5","5.1"
"HAMPSHIRE COUNTY","2002","December","88421","85225","3196","3.6","5.3"
"HAMPSHIRE COUNTY","2002","Annual","87352","84240","3112","3.6","5.2"
"HAMPSHIRE COUNTY","2001","January","84149","81494","2655","3.2","3.7"
"HAMPSHIRE COUNTY","2001","February","86539","84094","2445","2.8","3.5"
"HAMPSHIRE COUNTY","2001","March","87119","84598","2521","2.9","3.6"
"HAMPSHIRE COUNTY","2001","April","86552","84420","2132","2.5","3.2"
"HAMPSHIRE COUNTY","2001","May","86614","84525","2089","2.4","3.3"
"HAMPSHIRE COUNTY","2001","June","84536","82059","2477","2.9","3.8"
"HAMPSHIRE COUNTY","2001","July","84049","81547","2502","3.0","3.9"
"HAMPSHIRE COUNTY","2001","August","83468","81264","2204","2.6","3.9"
"HAMPSHIRE COUNTY","2001","September","85743","83437","2306","2.7","4.0"
"HAMPSHIRE COUNTY","2001","October","87482","85385","2097","2.4","4.0"
"HAMPSHIRE COUNTY","2001","November","87825","85563","2262","2.6","4.2"
"HAMPSHIRE COUNTY","2001","December","87601","85187","2414","2.8","4.4"
"HAMPSHIRE COUNTY","2001","Annual","85973","83631","2342","2.7","3.8"
"MIDDLESEX COUNTY","2020","January","928695","903792","24903","2.7","3.5"
"MIDDLESEX COUNTY","2020","February","929024","906339","22685","2.4","3.3"
"MIDDLESEX COUNTY","2020","March","915568","890682","24886","2.7","3.6"
"MIDDLESEX COUNTY","2020","April","820044","711121","108923","13.3","16.7"
"MIDDLESEX COUNTY","2020","May","869483","758534","110949","12.8","15.6"
"MIDDLESEX COUNTY","2020","June","903454","794286","109168","12.1","14.5"
"MIDDLESEX COUNTY","2020","July","910150","810804","99346","10.9","13.0"
"MIDDLESEX COUNTY","2020","August","911490","832795","78695","8.6","10.3"
"MIDDLESEX COUNTY","2020","September","901202","827093","74109","8.2","9.8"
"MIDDLESEX COUNTY","2020","October","910053","845389","64664","7.1","8.1"
"MIDDLESEX COUNTY","2020","November","908005","847688","60317","6.6","7.6"
"MIDDLESEX COUNTY","2020","December","904571","848426","56145","6.2","7.4"
"MIDDLESEX COUNTY","2020","Annual","900978","831412","69566","7.7","9.4"
"MIDDLESEX COUNTY","2019","January","930547","902498","28049","3.0","4.0"
"MIDDLESEX COUNTY","2019","February","931451","906104","25347","2.7","3.6"
"MIDDLESEX COUNTY","2019","March","932298","907895","24403","2.6","3.4"
"MIDDLESEX COUNTY","2019","April","928029","907695","20334","2.2","2.8"
"MIDDLESEX COUNTY","2019","May","927487","905021","22466","2.4","2.9"
"MIDDLESEX COUNTY","2019","June","940794","915929","24865","2.6","3.2"
"MIDDLESEX COUNTY","2019","July","941719","915861","25858","2.7","3.3"
"MIDDLESEX COUNTY","2019","August","940101","917043","23058","2.5","3.0"
"MIDDLESEX COUNTY","2019","September","924903","903200","21703","2.3","2.8"
"MIDDLESEX COUNTY","2019","October","931740","912092","19648","2.1","2.6"
"MIDDLESEX COUNTY","2019","November","932499","913817","18682","2.0","2.5"
"MIDDLESEX COUNTY","2019","December","930349","912107","18242","2.0","2.6"
"MIDDLESEX COUNTY","2019","Annual","932660","909939","22721","2.4","3.1"
"MIDDLESEX COUNTY","2018","January","908585","878985","29600","3.3","4.3"
"MIDDLESEX COUNTY","2018","February","916947","887595","29352","3.2","4.2"
"MIDDLESEX COUNTY","2018","March","920107","892808","27299","3.0","3.8"
"MIDDLESEX COUNTY","2018","April","920413","896031","24382","2.6","3.3"
"MIDDLESEX COUNTY","2018","May","921901","896852","25049","2.7","3.3"
"MIDDLESEX COUNTY","2018","June","934764","905213","29551","3.2","3.7"
"MIDDLESEX COUNTY","2018","July","936899","907722","29177","3.1","3.7"
"MIDDLESEX COUNTY","2018","August","929364","903331","26033","2.8","3.3"
"MIDDLESEX COUNTY","2018","September","919649","895125","24524","2.7","3.2"
"MIDDLESEX COUNTY","2018","October","926320","903896","22424","2.4","2.9"
"MIDDLESEX COUNTY","2018","November","927793","907041","20752","2.2","2.8"
"MIDDLESEX COUNTY","2018","December","928156","906469","21687","2.3","3.0"
"MIDDLESEX COUNTY","2018","Annual","924241","898422","25819","2.8","3.4"
"MIDDLESEX COUNTY","2017","January","890450","859525","30925","3.5","4.5"
"MIDDLESEX COUNTY","2017","February","893040","862843","30197","3.4","4.4"
"MIDDLESEX COUNTY","2017","March","898243","870255","27988","3.1","4.0"
"MIDDLESEX COUNTY","2017","April","896914","871009","25905","2.9","3.6"
"MIDDLESEX COUNTY","2017","May","894704","866771","27933","3.1","3.7"
"MIDDLESEX COUNTY","2017","June","908634","877319","31315","3.4","4.0"
"MIDDLESEX COUNTY","2017","July","911988","880091","31897","3.5","4.1"
"MIDDLESEX COUNTY","2017","August","909058","879419","29639","3.3","3.8"
"MIDDLESEX COUNTY","2017","September","898831","870770","28061","3.1","3.7"
"MIDDLESEX COUNTY","2017","October","900276","874844","25432","2.8","3.3"
"MIDDLESEX COUNTY","2017","November","905407","880608","24799","2.7","3.3"
"MIDDLESEX COUNTY","2017","December","905426","880777","24649","2.7","3.4"
"MIDDLESEX COUNTY","2017","Annual","901081","872853","28228","3.1","3.8"
"MIDDLESEX COUNTY","2016","January","861478","828951","32527","3.8","4.9"
"MIDDLESEX COUNTY","2016","February","865752","834079","31673","3.7","4.7"
"MIDDLESEX COUNTY","2016","March","869814","839094","30720","3.5","4.5"
"MIDDLESEX COUNTY","2016","April","869400","841646","27754","3.2","3.9"
"MIDDLESEX COUNTY","2016","May","865627","837634","27993","3.2","3.9"
"MIDDLESEX COUNTY","2016","June","879172","847924","31248","3.6","4.2"
"MIDDLESEX COUNTY","2016","July","886423","855122","31301","3.5","4.2"
"MIDDLESEX COUNTY","2016","August","884108","855695","28413","3.2","3.8"
"MIDDLESEX COUNTY","2016","September","870389","842173","28216","3.2","3.8"
"MIDDLESEX COUNTY","2016","October","875053","849365","25688","2.9","3.5"
"MIDDLESEX COUNTY","2016","November","877671","853612","24059","2.7","3.3"
"MIDDLESEX COUNTY","2016","December","877947","853309","24638","2.8","3.5"
"MIDDLESEX COUNTY","2016","Annual","873570","844884","28686","3.3","4.0"
"MIDDLESEX COUNTY","2015","January","860590","821889","38701","4.5","5.8"
"MIDDLESEX COUNTY","2015","February","859965","823331","36634","4.3","5.5"
"MIDDLESEX COUNTY","2015","March","861318","826893","34425","4.0","5.2"
"MIDDLESEX COUNTY","2015","April","862043","829788","32255","3.7","4.6"
"MIDDLESEX COUNTY","2015","May","864231","828723","35508","4.1","4.9"
"MIDDLESEX COUNTY","2015","June","874197","837091","37106","4.2","5.0"
"MIDDLESEX COUNTY","2015","July","873466","836602","36864","4.2","5.0"
"MIDDLESEX COUNTY","2015","August","869428","836609","32819","3.8","4.5"
"MIDDLESEX COUNTY","2015","September","850707","818299","32408","3.8","4.5"
"MIDDLESEX COUNTY","2015","October","860353","830028","30325","3.5","4.2"
"MIDDLESEX COUNTY","2015","November","863002","833558","29444","3.4","4.1"
"MIDDLESEX COUNTY","2015","December","862394","833639","28755","3.3","4.1"
"MIDDLESEX COUNTY","2015","Annual","863474","829704","33770","3.9","4.8"
"MIDDLESEX COUNTY","2014","January","840345","796229","44116","5.2","6.7"
"MIDDLESEX COUNTY","2014","February","844235","800551","43684","5.2","6.7"
"MIDDLESEX COUNTY","2014","March","849214","807282","41932","4.9","6.4"
"MIDDLESEX COUNTY","2014","April","845000","807756","37244","4.4","5.5"
"MIDDLESEX COUNTY","2014","May","848700","808565","40135","4.7","5.7"
"MIDDLESEX COUNTY","2014","June","863194","820645","42549","4.9","5.9"
"MIDDLESEX COUNTY","2014","July","867436","823386","44050","5.1","6.1"
"MIDDLESEX COUNTY","2014","August","862797","821821","40976","4.7","5.7"
"MIDDLESEX COUNTY","2014","September","852274","812567","39707","4.7","5.5"
"MIDDLESEX COUNTY","2014","October","863433","826911","36522","4.2","5.0"
"MIDDLESEX COUNTY","2014","November","866814","831722","35092","4.0","4.9"
"MIDDLESEX COUNTY","2014","December","862256","829658","32598","3.8","4.8"
"MIDDLESEX COUNTY","2014","Annual","855475","815591","39884","4.7","5.7"
"MIDDLESEX COUNTY","2013","January","836232","786386","49846","6.0","7.6"
"MIDDLESEX COUNTY","2013","February","834320","787521","46799","5.6","7.2"
"MIDDLESEX COUNTY","2013","March","834882","790674","44208","5.3","6.9"
"MIDDLESEX COUNTY","2013","April","835815","793203","42612","5.1","6.3"
"MIDDLESEX COUNTY","2013","May","838127","792231","45896","5.5","6.6"
"MIDDLESEX COUNTY","2013","June","851727","801062","50665","5.9","7.1"
"MIDDLESEX COUNTY","2013","July","853162","803180","49982","5.9","7.0"
"MIDDLESEX COUNTY","2013","August","849594","803571","46023","5.4","6.5"
"MIDDLESEX COUNTY","2013","September","837014","790931","46083","5.5","6.5"
"MIDDLESEX COUNTY","2013","October","837457","793242","44215","5.3","6.2"
"MIDDLESEX COUNTY","2013","November","841173","800815","40358","4.8","5.9"
"MIDDLESEX COUNTY","2013","December","839234","799790","39444","4.7","5.9"
"MIDDLESEX COUNTY","2013","Annual","840728","795217","45511","5.4","6.6"
"MIDDLESEX COUNTY","2012","January","828508","780937","47571","5.7","7.4"
"MIDDLESEX COUNTY","2012","February","830517","783651","46866","5.6","7.3"
"MIDDLESEX COUNTY","2012","March","832908","788527","44381","5.3","6.9"
"MIDDLESEX COUNTY","2012","April","830278","787994","42284","5.1","6.3"
"MIDDLESEX COUNTY","2012","May","831894","787537","44357","5.3","6.5"
"MIDDLESEX COUNTY","2012","June","846297","797382","48915","5.8","6.9"
"MIDDLESEX COUNTY","2012","July","846345","796092","50253","5.9","7.1"
"MIDDLESEX COUNTY","2012","August","843809","797182","46627","5.5","6.7"
"MIDDLESEX COUNTY","2012","September","833327","787717","45610","5.5","6.5"
"MIDDLESEX COUNTY","2012","October","841019","796630","44389","5.3","6.3"
"MIDDLESEX COUNTY","2012","November","839016","797304","41712","5.0","6.1"
"MIDDLESEX COUNTY","2012","December","838003","794635","43368","5.2","6.4"
"MIDDLESEX COUNTY","2012","Annual","836827","791299","45528","5.4","6.7"
"MIDDLESEX COUNTY","2011","January","821585","767660","53925","6.6","8.3"
"MIDDLESEX COUNTY","2011","February","820057","768915","51142","6.2","8.0"
"MIDDLESEX COUNTY","2011","March","823302","774847","48455","5.9","7.6"
"MIDDLESEX COUNTY","2011","April","823666","777210","46456","5.6","7.0"
"MIDDLESEX COUNTY","2011","May","821009","772932","48077","5.9","7.1"
"MIDDLESEX COUNTY","2011","June","832059","779153","52906","6.4","7.5"
"MIDDLESEX COUNTY","2011","July","834573","781947","52626","6.3","7.5"
"MIDDLESEX COUNTY","2011","August","837378","787971","49407","5.9","7.0"
"MIDDLESEX COUNTY","2011","September","825692","776244","49448","6.0","7.1"
"MIDDLESEX COUNTY","2011","October","830139","784460","45679","5.5","6.6"
"MIDDLESEX COUNTY","2011","November","831182","788332","42850","5.2","6.4"
"MIDDLESEX COUNTY","2011","December","830925","788050","42875","5.2","6.5"
"MIDDLESEX COUNTY","2011","Annual","827631","778977","48654","5.9","7.2"
"MIDDLESEX COUNTY","2010","January","820003","758152","61851","7.5","9.3"
"MIDDLESEX COUNTY","2010","February","820455","760488","59967","7.3","9.1"
"MIDDLESEX COUNTY","2010","March","823869","766225","57644","7.0","8.7"
"MIDDLESEX COUNTY","2010","April","825194","770296","54898","6.7","8.0"
"MIDDLESEX COUNTY","2010","May","821713","766896","54817","6.7","7.9"
"MIDDLESEX COUNTY","2010","June","832411","774985","57426","6.9","8.1"
"MIDDLESEX COUNTY","2010","July","835329","777197","58132","7.0","8.1"
"MIDDLESEX COUNTY","2010","August","834073","779402","54671","6.6","7.7"
"MIDDLESEX COUNTY","2010","September","820246","765647","54599","6.7","7.8"
"MIDDLESEX COUNTY","2010","October","824218","773096","51122","6.2","7.3"
"MIDDLESEX COUNTY","2010","November","826946","775512","51434","6.2","7.5"
"MIDDLESEX COUNTY","2010","December","825832","776361","49471","6.0","7.4"
"MIDDLESEX COUNTY","2010","Annual","825858","770355","55503","6.7","8.1"
"MIDDLESEX COUNTY","2009","January","823557","771829","51728","6.3","7.8"
"MIDDLESEX COUNTY","2009","February","821980","769709","52271","6.4","8.1"
"MIDDLESEX COUNTY","2009","March","821869","770536","51333","6.2","8.1"
"MIDDLESEX COUNTY","2009","April","822845","772262","50583","6.1","7.5"
"MIDDLESEX COUNTY","2009","May","821204","766607","54597","6.6","8.0"
"MIDDLESEX COUNTY","2009","June","837713","775876","61837","7.4","8.4"
"MIDDLESEX COUNTY","2009","July","838861","776920","61941","7.4","8.5"
"MIDDLESEX COUNTY","2009","August","835919","775731","60188","7.2","8.2"
"MIDDLESEX COUNTY","2009","September","821668","758758","62910","7.7","8.4"
"MIDDLESEX COUNTY","2009","October","823828","765273","58555","7.1","8.1"
"MIDDLESEX COUNTY","2009","November","828313","770076","58237","7.0","7.9"
"MIDDLESEX COUNTY","2009","December","822757","764520","58237","7.1","8.2"
"MIDDLESEX COUNTY","2009","Annual","826709","769841","56868","6.9","8.1"
"MIDDLESEX COUNTY","2008","January","817255","783262","33993","4.2","5.2"
"MIDDLESEX COUNTY","2008","February","814098","781616","32482","4.0","5.1"
"MIDDLESEX COUNTY","2008","March","816078","784483","31595","3.9","4.9"
"MIDDLESEX COUNTY","2008","April","815750","785898","29852","3.7","4.4"
"MIDDLESEX COUNTY","2008","May","817139","782291","34848","4.3","4.9"
"MIDDLESEX COUNTY","2008","June","833933","793336","40597","4.9","5.3"
"MIDDLESEX COUNTY","2008","July","835163","795327","39836","4.8","5.5"
"MIDDLESEX COUNTY","2008","August","833937","795114","38823","4.7","5.4"
"MIDDLESEX COUNTY","2008","September","822182","780773","41409","5.0","5.5"
"MIDDLESEX COUNTY","2008","October","828120","789037","39083","4.7","5.4"
"MIDDLESEX COUNTY","2008","November","831336","789587","41749","5.0","5.7"
"MIDDLESEX COUNTY","2008","December","829093","785209","43884","5.3","6.3"
"MIDDLESEX COUNTY","2008","Annual","824507","787161","37346","4.5","5.3"
"MIDDLESEX COUNTY","2007","January","812868","777613","35255","4.3","5.4"
"MIDDLESEX COUNTY","2007","February","810414","777447","32967","4.1","5.1"
"MIDDLESEX COUNTY","2007","March","812329","782430","29899","3.7","4.7"
"MIDDLESEX COUNTY","2007","April","809903","780976","28927","3.6","4.3"
"MIDDLESEX COUNTY","2007","May","809675","779383","30292","3.7","4.3"
"MIDDLESEX COUNTY","2007","June","824906","790650","34256","4.2","4.6"
"MIDDLESEX COUNTY","2007","July","826093","793465","32628","3.9","4.7"
"MIDDLESEX COUNTY","2007","August","822634","793591","29043","3.5","4.3"
"MIDDLESEX COUNTY","2007","September","813502","782448","31054","3.8","4.4"
"MIDDLESEX COUNTY","2007","October","817492","790114","27378","3.3","4.0"
"MIDDLESEX COUNTY","2007","November","823564","795398","28166","3.4","4.0"
"MIDDLESEX COUNTY","2007","December","820357","791733","28624","3.5","4.3"
"MIDDLESEX COUNTY","2007","Annual","816978","786271","30707","3.8","4.5"
"MIDDLESEX COUNTY","2006","January","801280","766864","34416","4.3","5.3"
"MIDDLESEX COUNTY","2006","February","802753","768163","34590","4.3","5.3"
"MIDDLESEX COUNTY","2006","March","804184","771405","32779","4.1","5.0"
"MIDDLESEX COUNTY","2006","April","801597","769345","32252","4.0","4.6"
"MIDDLESEX COUNTY","2006","May","802494","769988","32506","4.1","4.6"
"MIDDLESEX COUNTY","2006","June","819641","783301","36340","4.4","4.8"
"MIDDLESEX COUNTY","2006","July","820384","785391","34993","4.3","5.0"
"MIDDLESEX COUNTY","2006","August","820490","787695","32795","4.0","4.6"
"MIDDLESEX COUNTY","2006","September","807668","773719","33949","4.2","4.7"
"MIDDLESEX COUNTY","2006","October","814641","785038","29603","3.6","4.1"
"MIDDLESEX COUNTY","2006","November","819398","788222","31176","3.8","4.3"
"MIDDLESEX COUNTY","2006","December","818515","788565","29950","3.7","4.3"
"MIDDLESEX COUNTY","2006","Annual","811087","778141","32946","4.1","4.7"
"MIDDLESEX COUNTY","2005","January","804746","769122","35624","4.4","5.5"
"MIDDLESEX COUNTY","2005","February","805355","770084","35271","4.4","5.5"
"MIDDLESEX COUNTY","2005","March","805997","772694","33303","4.1","5.1"
"MIDDLESEX COUNTY","2005","April","804902","773330","31572","3.9","4.6"
"MIDDLESEX COUNTY","2005","May","804025","772292","31733","3.9","4.7"
"MIDDLESEX COUNTY","2005","June","817360","781787","35573","4.4","4.9"
"MIDDLESEX COUNTY","2005","July","818877","784711","34166","4.2","4.9"
"MIDDLESEX COUNTY","2005","August","818388","786894","31494","3.8","4.5"
"MIDDLESEX COUNTY","2005","September","804139","770005","34134","4.2","4.8"
"MIDDLESEX COUNTY","2005","October","811580","780882","30698","3.8","4.3"
"MIDDLESEX COUNTY","2005","November","814084","782024","32060","3.9","4.5"
"MIDDLESEX COUNTY","2005","December","811729","781527","30202","3.7","4.5"
"MIDDLESEX COUNTY","2005","Annual","810099","777113","32986","4.1","4.8"
"MIDDLESEX COUNTY","2004","January","815359","773169","42190","5.2","6.1"
"MIDDLESEX COUNTY","2004","February","813281","773846","39435","4.8","5.8"
"MIDDLESEX COUNTY","2004","March","812575","773738","38837","4.8","5.7"
"MIDDLESEX COUNTY","2004","April","808586","773349","35237","4.4","5.0"
"MIDDLESEX COUNTY","2004","May","805797","769896","35901","4.5","5.0"
"MIDDLESEX COUNTY","2004","June","819911","779706","40205","4.9","5.4"
"MIDDLESEX COUNTY","2004","July","820711","782836","37875","4.6","5.3"
"MIDDLESEX COUNTY","2004","August","817302","782430","34872","4.3","4.8"
"MIDDLESEX COUNTY","2004","September","801108","766806","34302","4.3","4.8"
"MIDDLESEX COUNTY","2004","October","807555","776542","31013","3.8","4.4"
"MIDDLESEX COUNTY","2004","November","811596","780522","31074","3.8","4.5"
"MIDDLESEX COUNTY","2004","December","809093","778722","30371","3.8","4.5"
